,label,content
1529,Negative,Daftar selalu eror di web kg error
1530,Negative,Aplikasi nya tidak bisa login dan registrasi
1531,Negative,Tidak bisa di buka eror conect terus kenapa ya
1532,Negative,Tdak dapat loging imel dan paswot padahal dudah benar tetapaka tdak dapat login
1533,Negative,"aplikasi milik pemerintah kok gini,,,,eror terus,,,gak ada bedanya sama aplikasi yang dibuat anak SMP"
1534,Negative,Tidak bisa loading selalu error
1535,Negative,Sebenarnya apa sih permasalahannya saya sudah bekali2 masuk gak bisa trus unser dan pasword salah Jangan mengecewakan orang Kasian masyarakat yg harusnya layak dapat malah di makan sama orng2 yg pintar mau cek aja susah Tolong di tanggapi
1536,Negative,"Aplikasinya bikin sebal... Sudah capek capek isi data malah error, suruh hubungi Admin"
1537,Neutral,"saya kasih tiga dulu,soalx ketika saya masuk kok eror trus pada hal data saya udah lengkap dan benar tolong jangan di persulit,kita ini rakyat miskin"
1538,Negative,"Sangat kecewa,minta reset sandi tp link nya gak bisa di buka"
1539,Negative,Pas mau daftar keterangannya error muluuu...
1540,Negative,"Assalamualaikum ,kepada bapak badan kependudukan Indonesia tolong perhatikan data plus survey lapangan dong masa banyak yg sekarang mereka yg rumah tingkat punya mobil motor nmx masa dapet sedangkan yg membutuhkan tidak dapet tolong di adakan survey lapangan dong biar bantuan tepat dan g asal masa cuman di daftarin ama pihak baledesa ajh udh dapet itu pun ada pelanggaran suap"
1541,Negative,Baru update ttp gk bisa msuk Pdhl sudah di aktivasi
1542,Negative,"Banyak yang komentar tidak bisa login, gimana kalau kita bersama sama laporin yang buat apk ini, dengan alasan kita sudah di tipu, chat ke WA saya"
1543,Negative,Padahal saya sudah buat akun tapi kenapa tidak bisa login ya mohon di perbaiki
1544,Negative,aplikasi nya tidak jelas tidak bisa daftar online mohon petunjuk
1545,Negative,Aplikasi error ga bisa digunakan .untuk daftar aja ga bisa
1546,Negative,"Aplikasi tidak bisa digunakan. Udah daftar, waktu login malah gabisa. Liat yutub katanya suruh nunggu 3 minggu buat aktivasi, tapi udah 3 minggu lebih ga ada email masuk. Sebenernya ini aplikasi masih jadi program kerja bukan sih. Hapus aja napa kalo emang bukan program kerja lagi."
1547,Positive,"Masih sering error, mohon diperbaiki"
1548,Neutral,Kenapa saya mau usulkan orang untuk penerima PKH tidak bisa dilakukan? Ada note error' aplikasi...
1549,Negative,Sesuatu buatan pemerintah pasti hasil nya gak bermanfaat gak berguna. Aplikaai cacat
1550,Negative,Setiap mau masukin foto KTP selalu kembali di halaman utama ..kayak mental gitu
1551,Negative,"Kendala tambah ulasan tidak bisa masuk, mohon dibantu admin. Terimah kasih"
1552,Negative,aplikasi jemb*t.... dftar brhasil kok login gk bisa..... anying niat kita baik kok mlah dimainin..... ngabisin kuota doang 🖕
1553,Negative,udah dapat pesan email aktivasi akun berhasil giliran login malah unsername tidak ditemukan. kan kocak
1554,Negative,Ni gmna min udh daftar akun pas login malah akun blm ada aktivasi..ni apa maksut nya
1555,Negative,Buruk sekali... Masa baru daftar klik provinsi sudah gak bisa... Alasannya koneksi padahal sudah coba pake paket data ataupun WiFi tapi tetap aja sama... Aplikasi BURIK
1556,Negative,"Aplikasi nya untuk memilih provinsi tidak bisa. Sudah menunggu lama loadingnya ternyata eror. Sudah dicoba terus dan ulang-ulang kali sama saja eror dan tidak bisa buat akun baru. Tolong perbaikannya, biar bisa daftar ."
1557,Negative,Kenapa setiap kali mau mengajukan usulan selalu keterangan aplikasi error ..mohon di bantu agar masyarakat bisa puas dengan pelayanan cek bansos.
1558,Negative,Yth.satu stengah tahun yang lalu saya masukan data ke bagian tambah usulan..tapi sampai saat ini data saya belum ada satupun yang masuk/terjaring sbagai penerima manfaat..katanya update data stiap bulan..mana buktinya..mohon untuk yang berkaitan di bidang ini agar kinerjanya scepatnya di perbaiki..apa perlu saya datang langsung ke dinsos stempat untuk menyelesaikan masalah ini..harap maklum dan terima kasih..
1559,Negative,Sudah daftar sudah di isi hasil nya error
1560,Negative,"Kenapa ya kebanyakan aplikasi pemerintah banyak yg tidak beres, selalu membingungkan, sudah berhasil terdaftar tp saat login username atau password salah tidak ditemukan, coba daftar LG eh nomer nik sudah terdaftar, kan kocak banget! Aplikasi kalau belum siap jngn di up dulu lah!"
1561,Negative,"gmn sih ne apk, g jelas...baru mau upload swafoto malah kembali kedepan"
1562,Negative,"Susah login nya,server nya,apa aplikasi nya yang eror"
1563,Negative,Tolong di perbaiki sistem aplikasi nya suka eror
1564,Negative,Gak jelas blas udh daftar gak bisa login
1565,Negative,Mohon untuk diperbaiki lagi.. masih terdapat beberapa bug. Contoh kecil saya mau membuat akun baru saja button pilih privinsj loading tidak muncul sama sekali malah ngfreeze foreclose.
1566,Negative,"Gak niat bantu warna gak usah bikin apk yang nyusahin kayak gini, udah di isi bener bener malah keluar tiba tiba gak jelas"
1567,Negative,"Sebenernya ini aplikasi bisa dipakai engga sih eror terus,tiap buka eror"
1568,Negative,Kok udh aktivasi kenapa ga bisa login ya
1569,Negative,saya udh isi data lngkap tapi knpa gak bisa poto ktp saya disitu ad yg tanda plus gak bisa di buka mhon jlaskn gmna cara nya biar bisa poto ktp
1570,Negative,Perbaikn ap sih..dsni masih error...klo niat bantu yg bner jgn setengah²..ap ini apliksi abal²..???
1571,Negative,Kecewa banget aplikasi nya gak bisa login
1572,Negative,Berharap dengan aplikasi ini bisa mendaftar kan diri sebagai calon penerima PKH karena bantuan apapun kami tidak terima. Padahal kalau lihat kriteria saya sangat masuk .. punya dua anak balita . Tapi pas mau daftar ERROR ERROR ERROR. daftar tengah malam berharap jaringan bagus ee tetap ERROR. Memang apk.nya kurang bagus . Tolong di PERBAIKI..KAMI SANGAT BUTUH.
1573,Negative,"Aplikasi erorr, tolong di perbaiki"
1574,Positive,Usulan saya gak pernah di respon. Saya dapat kartu ATM sembako dari 2021 tp sampai saat ini kartu tidak bisa dipakai
1575,Positive,Mhn solusinya aplikasi setelah di download aplikasi tdk bsa di buka.tenks
1576,Negative,Aplikasi cek bansos ini memang sengaja di buat error.. Terbukti tidak ada usaha pemerintah untuk memperbaiki..
1577,Negative,"Payah lah, alasannya username sama password salah, tak suka tak sulka"
1578,Negative,"Aplikasi hancur pilih propinsi loading lama , sudah telpon bantuan layanan di suruh coba berkala di coba jam 7 pagi , 7 malam , 2 pagi masih saja loading propinsi dengan dalil banyak orang yang mengakses , lucunya kok pas pilih propinsi tidak ada respon traffic dari databasenya"
1579,Negative,"Aplikasi bodong,, berkali2 coba masuk ttp aja gk bisa padahal username sama password nya bener tapi ttp aja gk bisa masuk jaringan bagus ttp aja gk bisa masuk,, ku coba periksa email takut ada konfirmasi melalui email, ttp aja gak ada email masuk,, aku berharap aplikasi ini bisa berjalan dengan baik karna aplikasi sangat bisa membantu orang kecil untuk bisa mendapatkan hak nya"
1580,Negative,"Masalah sama seperti yang lain, udah daftar akun, tp begitu login latanya akun belom aktivasi giliran bikin ulang akun katanya sudah terdaftar. Ga guna banget ni aplikasi! Dan parah nya lagi dari setiap ulasan, gda 1 pun yang di tanggapi ! Dah ga aneh, semoga data semua yang masuk ga di salah gunakan.."
1581,Negative,Setelah di update malah ada bacaan error' Jason parase!
1582,Negative,"Percuma komen, ga bakal d dengar... Sya udh 2 x instal, 2x juga uninstal. Berharap besar tpi mengecewakan... Slalu jaringan yg d salahkn..."
1583,Negative,"Dartar akun smpe 5x error trus Sering error, gak guna lah"
1584,Negative,"Udah di downlod gak bisa regestrasi katanya aplikasi eror, hadeh gimana ini...."
1585,Neutral,"Sangat di sesalkan,harapan satu-satunya tidak bisa daftar online padahal saya tdk dapat bantuan apapun dari Rt...😭,"
1586,Negative,Masa ngisi registrasi bagian alamat susah banget.. Error mulu
1587,Negative,"Berkali2 masukkan data untuk buat akun baru, dan data sudah sesuai semuanya, tapi selalu gagal registrasi ""alamat tidak sesuai"" katanya, tolong dong kemensos aplikasi nya diperbaiki, banyak orang yg membutuhkan, masih banyak orang yang kurang mampu belum mendapatkan bansos."
1588,Negative,"Aku hanya mau bilang, kesaaaaallll berapa kali login gagal, dan pilih lupa fswd eh malah situsnya gak resmi, skala pemerintah lo ini..."
1589,Negative,"Aplikasi g jlas, daftar pengguna baru 3 kali eror terus"
1590,Negative,"Aplikasi yang dibuat dengan sangat buruk dan tidak matang. Banyak sekali bug, bug UI, bug untuk regist email dan username, koneksi eror dengan DB, untuk aplikasi yang akan digunakan banyak orang ini sudah sangat parah sekali. Carilah orang yang professional dan berpengalaman, jangan pakai jalur dalam. Menyusahkan orang saja"
1591,Negative,Keren si logo nya kemetrian sosial republik indonesia cukup meyakin kan tapi ga ada gunanya sama sekali apk nya
1592,Negative,Aplikasi gak bisa dibuka error teruss
1593,Negative,Tolong diperbaik i eroor teros mau login nggak bisa email sama sandi sudah benar masih aja nggak bisa
1594,Negative,"Aplikasi mudah d download,setelah d isi pendataan, tp username password tyus,,tlong aplikasi yg benar "" matang,agr warga yg TDK mampu seperti saya bsa mendaftar kn diri,karna saya juga seperti mereka yg membutuhkan bantuan dari pemerintah"
1595,Negative,Maksudnya ini gmn kok eror terus Udh nunggu lama tapi tetep gitu Semoga cpt di perbarui tolong jgn dibikin ribet
1596,Negative,Apk aneh selalu *error json parse* mulu ... Tolong dong admin dibenerin aplikasinya..masa buruk begini
1597,Negative,"Sangat buruk, app ini seperti mencuri data saja, hanya untuk daftar dan menunggu aktifasi melalui email. 2 minggu email aktifasi tidak muncul², HANYA UNTUK LOGIN SAJA..!!! saran saya google menghapus app ini. Very super duper Bad App."
1598,Negative,Gak bisa login.. udah coba lupa kata sandi.. tetap gak bisa.. ribet
1599,Neutral,sllu eror tolong di perbaiki karna sangat susah untuk masuk
1600,Negative,Bagaimana mendaftar nya Klw erorr terus menerus Mohon untuk pihak yg bersangkutan Untuk memperbaiki Apk agar tidak erorr dalam mendaftar
1601,Negative,"Sudah berkali-kali daftar akun tp setelah isi data diri, mau login ndak bisa, di email jg tdk ada aktivasi, sering error jg, kalo gk bisa dipake mending hapus aja aplikasi cek bansos ini, kalo masih dipake mending diperbaiki lagi deh"
1602,Negative,"Selama saya hidup, baru nemuin apk SEMENJIJIKAN DAN SESAMPAH INI. Kemampuan pemerintah ya hanya bisa aplikasi kgini"
1603,Negative,"Apk ngak guna udah tingal klik daftar eror trus , emng dasar ny duit mau di kentit"
1604,Negative,"Aplikasi apaan jaringan bagus tapi gagal login koneksi buruk katanya , aplikasi ga guna , bukannya mempermudah malah bikin emosi. Padahal udh banyak yang mengeluh tapi tetap aja ga ada perubahan , buat aplikasi ga bertanggung jawab !"
1605,Negative,Selalu aja error..mau buka error terus
1606,Negative,"Yang bingung makin bingung, yg bodoh makin bodoh, yang tidak bertanggung jawab semakin bersembunyi. Aplikasi ini seperti iming2 bagi org yg awam. Setelah di isi semua sesuai ktp, ketika login ""Username"" yg anda masukan salah saya coba registrasi kembali berkali kali semua sudah benar, ketika akan login masih demikina tidak bisa. Sedangkan data sudah masuk terdaftar."
1607,Negative,"Sama sekali gak bisa login. Sudah berharihari baru terferivikasi email. Eh bagian masuk aplikasinya ""terjadi kesalahan koneksi"" sampe beli perdana yang bagus sinyalnya tetep zonk. Padahal saya sudah termasuk dalam penerima bansos ini"
1608,Negative,"Setelah update, benar bisa masuk, tp data kenapa jadi bukan penerima manfaat? Padahal dicek diweb bansos ada data terbaru, apalagi status semua anggota keluarga perempuan semua, padahal perempuannya hanya 1 orang, masa anak saya laki2 semua ditulia perempuan semua... Aneh😅"
1609,Negative,Karena lupa password udah dapet email.. Link diklik ga bisa bisa masuk Oalahh sekelas kementrian apa ga bisa punya IT berbobot?
1610,Neutral,Tadak bisa tambah usulan kode error Json Parse selalu Muncul. Tidak dapat menambah ulasan Mohon perbaikan aplikasinya
1611,Negative,"Untuk kemensos, maaf ya jika gak berniat untuk meringankan penderitaan rakyat lebih baik gak usah lah, pada akhirnya bikin kecewa kayak begni, ini aplikasi selalu error kalo save data udh berulang² kali daftar tetep error sedangkn daftar lewat wabsite gak bisa... Lucu nya tu di sini😅"
1612,Negative,"Ini gimana sih? Mau login di suruh registrasi, mau registrasi ketika pilih provinsi loding lama ujung2nya eror jaringan.. berhari-hari di coba tetap g bisa. Sebenarnya klau uda produk gagal begini jgn di publis.. harusnya di cek lagi dan diupdate versinya. Kasihan kita2 mau daftar tapi g bisa. Sebaiknya jgn pakai ap ini lagi klau mau daftar online. Supaya g kasih janji palsu. Proses buat ini sama pengembang pasti dibayar mahal lagi.. tapi kwalitas masih sangat rendah."
1613,Negative,"Aplikasi ngak jelas, error terus bikin emosi aja"
1614,Negative,Setiap login selalu error
1615,Negative,"Daftar aja loading terus, gak jelas aplikasi nya eror trus"
1616,Neutral,"Aplikasi cek bansos tidak bisa di buka, kenapa ya.?"
1617,Negative,Tolonglah di perbaiki sEror Eror terus silahkan kembali buat mendaftar tak bisa
1618,Negative,Aplikasi error'trs tlg di perbaiki .semoga d respon
1619,Negative,"Aq kasih bintang 1,soalnya gak sesuai harapan..masa hanya kesamaan nama dalam satu desa/RT,yang nongol kok nama si kaya terus .hrusnya jgan nama..pakai NIK/KK..malah NIK/KK gak berfungsi d Apl ini ."
1620,Positive,Gak bisa login ke amplikasi
1621,Negative,"Kenapa saya tidar bisa daftar,...sudah cobak beberapa kali tetap tidak bisa"
1622,Negative,"Daftar aja error truuuuuussssss,perbaiki dong."
1623,Negative,Tolong admin.. alamat sudah sesuai KTP tapi saat di ajukan bikin akun infonya alamat tidak sesuai.. mohon solusi
1624,Negative,"Aplikasinya eror gak bisa log.in padahal baru dapat email di acc, saya mau sanggah. Dulu di data pkh pas saya hamil. Data saya ada dapat. Tp kenapa setelah disuruh isi survai dari rt . Data saya dihapus. Padahal butuh banget buat melahirkan waktu itu."
1625,Negative,"Aplikasi yg sangat jelek sekali, sudah mengisi semua data dengan benar pas mau buat akun malah tertulis connetion error padahal semua jaringan saya bagus Tolong pemerintah diperbaiki aplikasi nya seperti ini kasian warga kurang mampu dibohongi. Simbol aja ada aplikasi tapi cacat 👎👎👎"
1626,Negative,"Aplikasi yang sangat BURUKKKKK,.. dan ini aplikasi bukan tujuan untuk memudahkan usulan bantuan..tpi,. Buat ngeprank . Dikarnakan pas setuju untuk menambahkan yg terjadi koneksi erorrr. Cukkk!!!!"
1627,Neutral,baru buat akun cek bansos ko gak bisa login pak mohon bantuannya ya pak
1628,Neutral,"Aplikasi nya sangat sulit dalam melakukan pendaftaran tidak bisa masuk,username tidak ditemukan,, belum di aktivasi... Gimana tolong bantuan... Aplikasi seperti itu yang sangat kami butuh kan... Kalo bisa aplikasi daftar online langsung kirim bukti,kirim sseorang untuk melihat pembuktian nya... Itu akan sangat membantu... Klo bisa dibikin cara mencari sesuai no ktp.. Jadi tidak keliru karna dalam satu bahkan RT pun banyak yg memiliki nama yg sama... Jdi bingung"
1629,Negative,"Kirain saya aja yg ga bisa login. Padahal sudah dapat email terverifikasi, dan lanjut login. Eh ternyta ga bisa2 login. Hahh apalah daya. Jadi ini aplikasi buat PHP aja atau gimana ya keseriusannya? Level kementerian pusat masa aplikasinya begini. Tolong lah. Anggarannya dipake sedikit buat bikin aplikasi berbobot"
1630,Negative,"Ini gimana kok gk bisa buat akun baru, keterangan conection reset gitu mulu berulang2. Terus sudah d isi data berubah2 sendiri. Jdi kesel saya. Padahal semua data bener, jaringan bagus. Laaahhhh"
1631,Negative,"Parah sii , udh masukan username sama kata sandi tapi ga bisa, udh dpt email bwt ganti kata sandi, tp link nya tdak terjangkau. Apakah rekrut IT nya yg pada goblog semua apa emng ga becus ."
1632,Negative,"Tolong pemerintahan kenapa ini aplikasi selalu gagal koneksi padahal menggunakan WiFi ,tolong lah jgn bikin kami susah dengan aplikasi ini. Sdh verifikasi nya lama, setelah di verifikasi pas login gagal koneksi terus ,sdh 5 hari gagal koneksi terus dan di coba setiap menit,jam, sampai tengah malam pun tetap ga bisa login .tolong di perbaiki aplikasi cek bansos ini. Banyak masyarakat saat ini menggunakan aplikasi ini mengeluh lantaran tidak bisa log in. Terima kasih ."
1633,Negative,"Mau reset password ga bisa ,karena link yg d kirim k email bukan link buat reset password"
1634,Negative,aplikasi tida bisa gunakan ga bisa login
1635,Negative,"Kenapa tidak bisa daftar? Katanya bisa dafta sendiri, tapi lewat aplikasi juga tidak jauh lebih mudah. Lain kali mohon kalo buat aplikasi yang bertujuan memudahkan, jangan yang suka eror ya. Lantas bagaimana bisa daftar kalau aplikasi yang seharusnya mempermudah malah bikin ribet."
1636,Negative,loding terus setiap hari di coba loding terus aplikasinya
1637,Negative,Tidak bisa login Tolonglah mohon diperbaiki
1638,Negative,Aplikasi gak jelas udah daftarnya ribet giliran jadi gak terdaftar gimana sih
1639,Negative,Eror trus..padahal data sdh terisi..katanya resmi dr pemerintah kok ga perhatian nya dgn sistemnya..tolong di perbaiki dong
1640,Negative,Aplikasinya tidak stabil selalu eror
1641,Negative,Sedikit kecewa saat ingin daftar akun baru selalu error Json parse
1642,Negative,Aplikasi eror ... Tolong diperbaiki supaya saya bisa usul sanggah 🙏🙏
1643,Negative,Error koq setiap hari & setiap waktu
1644,Negative,Banyak aplikasi pemerintah tapi login ga bisa. Auka aneh
1645,Negative,Gak bisa daftr akun error terus parah nih aplikasih Tolong diperbaikin kenapa
1646,Negative,Setelah didonlod masa gak bisa dibuka masih diperbaiki
1647,Negative,Aplikasi tidak berguna setiap mau masuk error truss
1648,Negative,Udah terdaftar suruh logging ulang trs tulisannya ga terdaftar???
1649,Negative,Aplikasi strees kalo gabisa gini kalo yg coding org awam. Kasian rakyat di kerjain.
1650,Negative,"Apa benar apk ini dari dinas sosial..""kok bisa mau mengajukan eror Mulu bisa di perbaiki gak apk ini biar bisa bantu masyarakat yg lagi kesusahan..""biar gak ada keluhan..."
1651,Negative,"Di update malahan gak bjsa login, haduhhh...."
1652,Positive,"Ko pas buat akun tulisan nya error json parse,,gitu terus padahl isi data buat akun nya udah komplit"
1653,Positive,"Terimakasih, karna aplikasi cek bansos ini membuat OTKS cukupp terbantu."
1654,Negative,Untuk publik rakyat Indonesia jangan setengah-setengah dong kalau bikin aplikasi!!!
1655,Negative,"Berkali"" coba buat akun tpi selalu ngga bisa, ku kira masalah jaringan, tapi setelah melihat rating ulasan nya ternyata memang applikasi nya yg tidak berguna, pdahal ini cara yg mudah buat dapat bantuan, Karna klo nunggu bantuan dari desa boro"", smpe lebaran monyet Mun ngga nyampe"
1656,Negative,"Aplikasi error Json parse , developer tidak kompeten, sangat parah untuk apk pemerintahan"
1657,Negative,Udah masukin username sama pasword tp gk bisa login..
1658,Negative,"Error' yach ??? Saat baru buat akun baru malah selalu tulisannya, ""connection error"". Padahal signal hp bagus bagus melambung tinggi setinggi BBM. Developer tolong perbaiki. Sementara saya kasih 1 bintang azah. Btw JANGAN SAMPAI DATA PRIBADI TERSEBAR GEGARA APLIKASINYA ERROR."
1659,Negative,"Aplikasi gk bisa masuk gk jalan"". Masuk atau tdk bisa infoin kl gk minat bantu gk usah buat gini kl keamanannya masih bisa d bobol dan tdk ada niat memperbaikinya. Mala sibuk menyalakan aneh."
1660,Negative,"Aplikasi erorr,tolong segera di perbaiki. Login selalu gagal dan muncul terus notifikasi ""Erorr Json Parse"" / ""Koneksi GAGAL"" di layar aplikasi !!! Dari update terakhir bulan Maret koq sama sekali tidak ada perbaikan???!!!! Malah makin parah aja ni aplikasi!!!"
1661,Negative,"Tidak bisa login, ereor terus"
1662,Negative,"Sudah nunggu email aktivasinya lama sekali dapat untuk login aja gabisa-bisa, muncul tulisan koneksi tidak bagus. Aneh banget.. Kenapa dengan aplikasi sekelas pemerintah bgini. Tolong cepat diperbaiki"
1663,Neutral,Kenapa saya mau pengusulan mandiri selalu terjadi eror. Mohon untuk memperbaiki nya segera
1664,Negative,Gak bisa cek data...saat aktif gps
1665,Negative,"Jangan download, aplikasi error semua gak bisa dipakai."
1666,Negative,"Aplikasi apaan ini, benar benar ga ngebantu kata ga ada koneksi pakai wifi coba pakai data loginnya lama kali ga bisa bisa. Padahal saya sudah dapat email sukses aktivasi tapi malah ga bisa login muter² mulu"
1667,Negative,kecewa tidak bisa reg dan login. padahal butuh untuk daftar bansos karena petugas desa todak pernah menyampaikan info apa pun perihal bansos dan lain nya. saat ditanya selali jawab gkk tau
1668,Negative,"Siap dftr, tp gak bosa log in di aplikasi ini, selalu eror dan eror....,"
1669,Negative,"Niat ngasih bantuan gak usah pake aplikasi.. Banyak orang tua yang awam akan teknologi, dengan cara spt ini yg kaya pun bisa mengakses. Otomatis tidak akan merata.. Tydak ramah dan mempersulit, auto bintang satu."
1670,Neutral,Udah daftar terus udh bisa tp tetp ga bisa di buka
1671,Negative,"Sama seperti keluhan"" yg lain kenapa ya aplikasi eror mohon pihak pengembang segera diperbaiki terimakasih"
1672,Negative,"Sangat mengecewakan aplikasinya, giliran mau login gak bisa bisa masuk, muter terus apk nya, kalau tidak niat membantu masyarakat, jangan dibuat aplikasi seperti ini dong. kan tujuannya untuk membantu dampak BBM dan lain lain kan."
1673,Negative,"Sekelas aplikasi pemerintah kurang optimal setelah melakukan registrasi berhasil aplikasi langsung ke menu login, begitu login akun tidak terdaftar padahal sudah berhasil, pemilihan upload foto tidak bisa melalui galeri sehingga kalau gagal pendaftaran harus foto berulang ulah.. Payah banget semua berkaitan pemerintah gak ada yg bener masyarakat di buat pusing dan ribet.."
1674,Negative,"Daftar akun error saat klik provinsi, tampil pop up bla bla bla gak jelas..... Diulang berkali kali tetap. Kalau bikin aplikasi cek dulu kelayakannya saat diterbitkan. Biar tidak menyusahkan."
1675,Negative,aplikasi susah dibukanya gagal terus .perbaharui biar gampang
1676,Negative,Mau daftarin ibu saya susah kali ada masalah gangguan terus sekiranya kalo ada bug tolong segera diperbaiki kami butuh banget . Inikan aplikasi dari pemerintah yang download juga banyak kenapa nggak diperbaiki apa kualitasnya seperti ini. Saya ingin pembagiannua yg merata kenapa selalu tidak tepat sasaran
1677,Negative,Niat ga sihhhhh.... Mau log in ja setengah mati sendiri susahnya..... Eerror mulu jawabannya
1678,Negative,"Mantapp aplikasi nya sangat"" membantu!!! jangan pernah mau download apl ini, apl ini hanya mencuri data pribadi dan tidak ber jalan sesuai mestinya. Ketika kita suruh register dan masukan semua data baik kk dan ktp beserta foto"" sudah dan klik daftar ada opsi akun ada berhasil terdaftar silahkan login, dan ketika di loginkan ternyata tidak bisa, malah ada baca an akun ada tidak terdaftar dan ketika diulang untuk register no kk tidak terdaftar kan tholol, semoga segera diajab kalian aamiin"
1679,Negative,Engga berguna lupa user sandi akun jadi abu. Mau daftar pake kk ktp beda.masih saja tetap eror🤣🤣🤣🤣
1680,Negative,Aplikasi nya eror tidak bisa di login
1681,Negative,Secara ga sadar ternyata Data kita sangat penting Untuk Pemilu 2024. Sehingga ada pihak yg di Untungkan dari data kita. Apalagi data sudah masuk tapi Aplikasi ERROR/ lost Koneksi. Memang kita itu gampang sekali di Bodoh2i oleh Apk semacam ini.
1682,Positive,Aplikasinya error min tolong diperbaiki 😊🙏
1683,Neutral,Saya lupa username dan kata sandi...bagaimana cara nya masuk kembali..mohon bantuan nya... Daftar baru di tolak karena sudah terdaftar
1684,Negative,Aplikasi paling dungooo..apk blm sempurna masuk play store
1685,Positive,sangat membantu dan bermanfaat utk Rakyat INDONESIA👍👍👍
1686,Negative,"Aplikasi ngga bisa dibuka.. Berjam-jam, Berhari-hari di coba tetep aja gak bisa login. Muncul notif ""Periksa Koneksi"" Terus padahal kuota masih banyak dan jaringan stabil.. Mirisss"
1687,Negative,"tolong lah developer , mau daftar aja susah... boro-boro mau masuk lalu cek bansos!"
1688,Negative,Sudah perifikasi ga bisa login aplikasi yg bagus🤣🤣🤣🤣😭😭😭😭😭😭
1689,Negative,"Aplikasi eror,, mau daftar juga susah...."
1690,Negative,"Sebenernya ngasuh bintang satupun gak mau, karna kualitas aplikasinya buruk. Sudah daftar tidak kunjung muncul email verifikasi. Gimana mau cek, mau daftar saja aplikasinya sudah tidak berfungsi dengan baik."
1691,Negative,"begitu banyak apk yg kita download di hp, g seribet apk ini.. mana punya pemerintah lagi... saya sudah daftar, sudah isi data berkali2, sudah nunggu juga akunya diferivikasi lewat email oleh dinsos, tapi tak kunjung datang emailnya.. pas log in, g bisa log in karna user id tidak terdaftar. jadi saya coba daftar lagi, isi data lengkap lagi, terakhir foto ktp dan swafoto. log in lagi, ehh g bisa lagi... saya pun jadi pusing gimana caranya..."
1692,Negative,Apa bnpt bisa di hapus dengan aplikasi ini karna sebenarnya saya tdk mendapatkan bantuan tp klo di cek bansos nya ada tiap bln dan ingin hapus tanpa hra ngurus ke desa krn males
1693,Positive,"Saya kasih bintang 5 supaya lebih semangat lagi untuk memperbaiki aplikasinya, tapi mohon maaf aplikasinya masih belum bisa digunakan, saya sudah beberapa kali mencoba memilih provinsi,kabupaten, kelurahan tetap tidak bisa, sedangkan data lain sudah terisi, katanya tidak ada koneksi padahal kuota saya masih banyak. Tolong diperbaiki lagi supaya bisa digunakan oleh orang yang membutuhkan. Semagat !"
1694,Negative,Kenapa saat mendaftar usulan bansos malah tidak bisa ada keterangan error silah kan hubungi admin...
1695,Negative,"Selaku generasi muda yang berkecimpung di dunia teknologi digital, saya sangat miris dengan debut aplikasi dari kemensos. Mohon segera ditinjau kembali dan di maintenance secepatnya segala sesuatu yang menjadi kekurangan aplikasi ini, dan sebelum kembali di publish tolong untuk di Beta Test dulu agar tidak ada kekurangan yang berlanjut, terimakasih negeri ku"
1696,Negative,"Sya kasi bintang 2. Karna saya baru tau dan baru daftar. Dan setelah saya mau daftar. Data saya semua suda lengkap besrta foto. Tiba"" klik daftar akun yang muncul tulisan erorjason parse. Kenapa bisa begitu. Apkah saya tidak bisa mendaftarkan diri"
1697,Negative,Sudah terdaftar tapi susah masuk😏
1698,Negative,Gak guna sayang2in budget aja bikin aplikasi seperti ini. Mimin nya aja ga ada tanggapan. Diawal kan sudah mengajukan via apk ini. Seharusnya ada deadline data pengajuan yg diproses. Terus notif di email berhak dapat atau tidak. Kan udah isi email
1699,Positive,Aplikasi error. Hubungi admin. Tolong dibantu
1700,Negative,kenapa keterangan saya sudah terdaftar tapi ga bisa login
1701,Negative,"Sudah daftar tapi tidak ada lanjutan. Padahal mengisi nya sesuai data dgn benar. Pas dibuka username dan sandi tidak di temukan/ belum dilakukan antivasi.mohon solusi nya, klu begini tidak membantu justru mempersulit org yg tidak mampu"
1702,Negative,"Gak bisa daftar , apk error terus"
1703,Negative,Tidak bisa koneksi ke jaringan
1704,Negative,Tolng di perbaiki aplikasinya admin.mau +usulan eror terus aplikasinya
1705,Negative,"Mending di apus saja lbh bagus,gak ada guna sama sekali eror dan eror trs,apl cm buat formalitas"
1706,Negative,Awas Aplikasi Berbahaya soal nya harus memasukan ktp segala dan selfi ktp juga hati hati aja kita jangan terkecoh sama apk yg harus memasukan data pribadi seperti foto ktp
1707,Negative,Aplikasi pemerintah katanya tapi ga bisa di akses. Ga guna
1708,Negative,Mau bikin akun aja susahnha ampun ampun... lari kesini mo liat ulasan.. gak ad yg bagus ulasannya emang..duh parah sihhhhhhhhh
1709,Negative,Data semua lenglap tapi ga bisa dibuka
1710,Negative,Error json... Mau usul tetangga ne bukan untuk ku... Yang bisa daftar ada kh ne aplikasi belum oke...
1711,Negative,"Intinya kalian jangan berharap lebih pada aplikasi ini,,,,yang belum download mending gk usah download... Aplikasi parah,,abal"" servernya,,, dikit"" eror lah ini lah, kalau ada bintang 0 , aq kasih 0 POKOKNYA PARAH BANGET. OTW UNINSTAL !!!!!!!"
1712,Negative,Error tolong di perbaiki
1713,Negative,Bos knpa aplikasi bisa error
1714,Negative,Ko pas login sllu kluar belum diaktivasi. Bantuan ny dong
